	inst_id	rna_plate	rna_well	pert_id	pert_iname	pert_type	pert_dose	pert_dose_unit	pert_time	pert_time_unit	cell_id
360045	HSF020_HEK293T_48H_X1_B7_DUO52HI53LO:J18	HSF020_HEK293T_48H_X1	J18	CMAP-HSF-ZCCHC11	ZCCHC11	trt_oe	200.0	ng	48	h	HEK293T
360167	HSF020_HEK293T_48H_X1_B7_DUO52HI53LO:A24	HSF020_HEK293T_48H_X1	A24	CMAP-HSF-ZSCAN1	ZSCAN1	trt_oe	200.0	ng	48	h	HEK293T
360295	HSF022_HEK293T_48H_X1_B7_DUO52HI53LO:J07	HSF022_HEK293T_48H_X1	J07	CMAP-HSF-PAX3	PAX3	trt_oe	200.0	ng	48	h	HEK293T
360702	HSF024_HEK293T_48H_X1_B7_DUO52HI53LO:O14	HSF024_HEK293T_48H_X1	O14	CMAP-HSF-NFE2L2	NFE2L2	trt_oe	200.0	ng	48	h	HEK293T
360851	HSF024_HEK293T_48H_X1_B7_DUO52HI53LO:A20	HSF024_HEK293T_48H_X1	A20	CMAP-HSF-ZNF329	ZNF329	trt_oe	200.0	ng	48	h	HEK293T
361017	HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:N16	HSF025_HEK293T_48H_X1	N16	CMAP-HSF-FBXO40	FBXO40	trt_oe	200.0	ng	48	h	HEK293T
361140	HSF025_HEK293T_48H_X1_B7_DUO52HI53LO:C06	HSF025_HEK293T_48H_X1	C06	CMAP-HSF-RNF31	RNF31	trt_oe	200.0	ng	48	h	HEK293T
361301	HSF027_HEK293T_48H_X1_B7_DUO52HI53LO:C08	HSF027_HEK293T_48H_X1	C08	CMAP-HSF-DET1	DET1	trt_oe	200.0	ng	48	h	HEK293T
361645	HSF031_HEK293T_48H_X1_B7_DUO52HI53LO:D19	HSF031_HEK293T_48H_X1	D19	CMAP-HSF-DNMT3A	DNMT3A	trt_oe	200.0	ng	48	h	HEK293T
361659	HSF031_HEK293T_48H_X1_B7_DUO52HI53LO:E13	HSF031_HEK293T_48H_X1	E13	CMAP-HSF-EZH2	EZH2	trt_oe	200.0	ng	48	h	HEK293T
361908	HSF031_HEK293T_48H_X1_B7_DUO52HI53LO:J16	HSF031_HEK293T_48H_X1	J16	CMAP-HSF-SMYD1	SMYD1	trt_oe	200.0	ng	48	h	HEK293T
361924	HSF031_HEK293T_48H_X1_B7_DUO52HI53LO:F04	HSF031_HEK293T_48H_X1	F04	CMAP-HSF-SUV420H1	SUV420H1	trt_oe	200.0	ng	48	h	HEK293T
361968	HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:M14	HSFA001_HEK293T_48H_X1	M14	CMAP-HSF-ATF2	ATF2	trt_oe	300.0	ng	48	h	HEK293T
362034	HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:J16	HSFA001_HEK293T_48H_X1	J16	CMAP-HSF-CREM	CREM	trt_oe	300.0	ng	48	h	HEK293T
362129	HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:L01	HSFA001_HEK293T_48H_X1.L2	L01	CMAP-HSF-EWSR1	EWSR1	trt_oe	300.0	ng	48	h	HEK293T
362330	HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:F18	HSFA001_HEK293T_48H_X1.L2	F18	CMAP-HSF-JUNB	JUNB	trt_oe	300.0	ng	48	h	HEK293T
362488	HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:K17	HSFA001_HEK293T_48H_X1.L2	K17	CMAP-HSF-RARB	RARB	trt_oe	300.0	ng	48	h	HEK293T
362552	HSFA001_HEK293T_48H_X1.L2_F1B5_DUO52HI53LO:G15	HSFA001_HEK293T_48H_X1.L2	G15	CMAP-HSF-SNAI1	SNAI1	trt_oe	300.0	ng	48	h	HEK293T
362648	HSFA001_HEK293T_48H_X1_F1B3_DUO52HI53LO:L21	HSFA001_HEK293T_48H_X1	L21	CMAP-HSF-VDR	VDR	trt_oe	300.0	ng	48	h	HEK293T
363352	KDA001_HEPG2_96H_X2_B6_DUO52HI53LO:B06	KDA001_HEPG2_96H_X2	B06	TRCN0000022179	ESRRA	trt_sh	-666.0	-666	96	h	HEPG2
364762	KDA002_A375_96H_X3_F1B3_DUO52HI53LO:G18	KDA002_A375_96H_X3	G18	TRCN0000051486	ADA	trt_sh	-666.0	-666	96	h	A375
365868	KDA002_HCC515_96H_X3_F1B5_DUO52HI53LO:B12	KDA002_HCC515_96H_X3	B12	TRCN0000034927	ABAT	trt_sh	-666.0	-666	96	h	HCC515
368332	KDA002_VCAP_120H_X3_F1B4_DUO52HI53LO:I01	KDA002_VCAP_120H_X3	I01	TRCN0000062602	EIF4B	trt_sh	-666.0	-666	120	h	VCAP
369903	KDA003_HEPG2_96H_X4_B5_DUO52HI53LO:K15	KDA003_HEPG2_96H_X4	K15	TRCN0000027180	ALDH9A1	trt_sh	-666.0	-666	96	h	HEPG2
371012	KDA003_VCAP_120H_X3_F1B4_DUO52HI53LO:H06	KDA003_VCAP_120H_X3	H06	TRCN0000045873	ASNS	trt_sh	-666.0	-666	120	h	VCAP
376156	KDA005_HEPG2_96H_X3_B6_DUO52HI53LO:I05	KDA005_HEPG2_96H_X3	I05	TRCN0000226732	ACAA1	trt_sh	-666.0	-666	96	h	HEPG2
378419	KDA006_HCC515_96H_X3_F1B5_DUO52HI53LO:I17	KDA006_HCC515_96H_X3	I17	TRCN0000072221	RFP	ctl_vector	-666.0	-666	96	h	HCC515
379535	KDA006_MCF7_144H_X1_B1_DUO44HI45LO:D16	KDA006_MCF7_144H_X1	D16	TRCN0000000000	UnTrt	ctl_untrt	-666.0	-666	144	h	MCF7
380085	KDA006_VCAP_120H_X3_F1B4_DUO52HI53LO:J06	KDA006_VCAP_120H_X3	J06	TRCN0000000968	ILK	trt_sh	-666.0	-666	120	h	VCAP
380636	KDA007_HCC515_96H_X3_F1B2_DUO52HI53LO:C01	KDA007_HCC515_96H_X3	C01	TRCN0000033504	BCL2L2	trt_sh	-666.0	-666	96	h	HCC515
382726	KDA007_MCF7_144H_X3_B1_DUO44HI45LO:P11	KDA007_MCF7_144H_X3	P11	TRCN0000003176	ARHGEF2	trt_sh	-666.0	-666	144	h	MCF7
384203	KDA008_A375_96H_X1_F1B3_DUO52HI53LO:O01	KDA008_A375_96H_X1	O01	TRCN0000072188	GFP	ctl_vector	-666.0	-666	96	h	A375
384880	KDA008_A375_96H_X1.A2_B4_DUO52HI53LO:B21	KDA008_A375_96H_X1.A2	B21	TRCN0000279826	TNFRSF10B	trt_sh	-666.0	-666	96	h	A375
385111	KDA008_HCC515_96H_X3_F1B5_DUO52HI53LO:P11	KDA008_HCC515_96H_X3	P11	TRCN0000007587	ATG7	trt_sh	-666.0	-666	96	h	HCC515
386964	KDA008_HEPG2_96H_X3_B5_DUO52HI53LO:O18	KDA008_HEPG2_96H_X3	O18	TRCN0000145620	pgw	ctl_vector	-666.0	-666	96	h	HEPG2
387732	KDA008_VCAP_120H_X1_F1B4_DUO52HI53LO:G08	KDA008_VCAP_120H_X1	G08	TRCN0000289797	ATP6V1D	trt_sh	-666.0	-666	120	h	VCAP
389349	KDA009_HEPG2_96H_X4_B5_DUO52HI53LO:M18	KDA009_HEPG2_96H_X4	M18	TRCN0000156585	ZBTB46	trt_sh	-666.0	-666	96	h	HEPG2
390273	KDA009_VCAP_120H_X2_F1B4_DUO52HI53LO:P07	KDA009_VCAP_120H_X2	P07	TRCN0000050966	PAFAH1B1	trt_sh	-666.0	-666	120	h	VCAP
390785	KDA010_A375_96H_X1_B3_DUO52HI53LO:N21	KDA010_A375_96H_X1	N21	TRCN0000000000	UnTrt	ctl_untrt	-666.0	-666	96	h	A375
391019	KDA010_A375_96H_X1_F1B3_DUO52HI53LO:I15	KDA010_A375_96H_X1	I15	TRCN0000040152	KRAS	trt_sh	-666.0	-666	96	h	A375
391684	KDA010_HCC515_96H_X3_F1B5_DUO52HI53LO:N17	KDA010_HCC515_96H_X3	N17	TRCN0000000000	UnTrt	ctl_untrt	-666.0	-666	96	h	HCC515
392273	KDA010_HEPG2_96H_X2_B2_DUO52HI53LO:K16	KDA010_HEPG2_96H_X2	K16	TRCN0000015090	C2ORF3	trt_sh	-666.0	-666	96	h	HEPG2
392298	KDA010_HEPG2_96H_X3_F2B4_DUO52HI53LO:J09	KDA010_HEPG2_96H_X3	J09	TRCN0000057505	CD99	trt_sh	-666.0	-666	96	h	HEPG2
392946	KDA010_HEPG2_96H_X3_F2B4_DUO52HI53LO:I15	KDA010_HEPG2_96H_X3	I15	TRCN0000040152	KRAS	trt_sh	-666.0	-666	96	h	HEPG2
393050	KDA010_HEPG2_96H_X2_B2_DUO52HI53LO:F03	KDA010_HEPG2_96H_X2	F03	TRCN0000273261	NUAK1	trt_sh	-666.0	-666	96	h	HEPG2
393975	KDA010_MCF7_144H_X3_B1_DUO44HI45LO:B07	KDA010_MCF7_144H_X3	B07	TRCN0000196736	EIF2AK1	trt_sh	-666.0	-666	144	h	MCF7
394632	KDA010_MCF7_96H_X2_B1_DUO44HI45LO:J03	KDA010_MCF7_96H_X2	J03	TRCN0000072264	LUCIFERASE	ctl_vector	-666.0	-666	96	h	MCF7
395232	KDB001_ASC_96H_X2.A2_B7_DUO52HI53LO:L07	KDB001_ASC_96H_X2.A2	L07	TRCN0000179304	CRTAP	trt_sh	-666.0	-666	96	h	ASC
395268	KDB001_ASC_96H_X2.A2_B7_DUO52HI53LO:D13	KDB001_ASC_96H_X2.A2	D13	TRCN0000072189	GFP	ctl_vector	-666.0	-666	96	h	ASC
395429	KDB001_ASC_96H_X2.A2_B7_DUO52HI53LO:I19	KDB001_ASC_96H_X2.A2	I19	TRCN0000163515	RRP8	trt_sh	-666.0	-666	96	h	ASC
396438	KDB001_HCC515_96H_X3_B5_DUO52HI53LO:O15	KDB001_HCC515_96H_X3	O15	TRCN0000330459	SPA17	trt_sh	-666.0	-666	96	h	HCC515
396764	KDB001_HEPG2_96H_X1_B2_DUO53HI52LO:B04	KDB001_HEPG2_96H_X1	B04	TRCN0000157127	CHAC1	trt_sh	-666.0	-666	96	h	HEPG2
397150	KDB001_HEPG2_96H_X1_B2_DUO53HI52LO:P02	KDB001_HEPG2_96H_X1	P02	TRCN0000142066	NUP133	trt_sh	-666.0	-666	96	h	HEPG2
397356	KDB001_HEPG2_96H_X1_B2_DUO53HI52LO:K24	KDB001_HEPG2_96H_X1	K24	TRCN0000369324	TEX10	trt_sh	-666.0	-666	96	h	HEPG2
397970	KDB001_NPC_96H_X2.A2_B7_DUO52HI53LO:H12	KDB001_NPC_96H_X2.A2	H12	TRCN0000136888	C2CD2	trt_sh	-666.0	-666	96	h	NPC
398135	KDB001_NPC_96H_X2.A2_B7_DUO52HI53LO:M05	KDB001_NPC_96H_X2.A2	M05	TRCN0000229948	MTERFD1	trt_sh	-666.0	-666	96	h	NPC
398345	KDB001_SKL_96H_X2_B6_DUO52HI53LO:M21	KDB001_SKL_96H_X2	M21	TRCN0000072250	LUCIFERASE	ctl_vector	-666.0	-666	96	h	SKL
399701	KDB002_A549_96H_X1.A2_F1B3_DUO52HI53LO:L15	KDB002_A549_96H_X1.A2	L15	TRCN0000149373	PXMP2	trt_sh	-666.0	-666	96	h	A549
399945	KDB002_ASC_96H_X2.A2_B7_DUO52HI53LO:B09	KDB002_ASC_96H_X2.A2	B09	TRCN0000155050	CHMP6	trt_sh	-666.0	-666	96	h	ASC
400067	KDB002_ASC_96H_X2.A2_B7_DUO52HI53LO:E16	KDB002_ASC_96H_X2.A2	E16	TRCN0000122913	GPC1	trt_sh	-666.0	-666	96	h	ASC
400416	KDB002_ASC_96H_X3.A2_B7_DUO52HI53LO:C21	KDB002_ASC_96H_X3.A2	C21	TRCN0000148114	TMEM2	trt_sh	-666.0	-666	96	h	ASC
400909	KDB002_HCC515_96H_X2_F2B4_DUO52HI53LO:G14	KDB002_HCC515_96H_X2	G14	TRCN0000167470	FAM63A	trt_sh	-666.0	-666	96	h	HCC515
403349	KDB002_MCF7_144H_X2_B1_DUO53HI52LO:J02	KDB002_MCF7_144H_X2	J02	TRCN0000160725	LRRC16A	trt_sh	-666.0	-666	144	h	MCF7
403718	KDB002_NPC_96H_X2.A2_B7_DUO52HI53LO:I11	KDB002_NPC_96H_X2.A2	I11	TRCN0000242752	CCDC85B	trt_sh	-666.0	-666	96	h	NPC
404095	KDB002_NPC_96H_X3.A2_B7_DUO52HI53LO:E23	KDB002_NPC_96H_X3.A2	E23	TRCN0000236375	PRR7	trt_sh	-666.0	-666	96	h	NPC
404184	KDB002_NPC_96H_X3.A2_B7_DUO52HI53LO:P01	KDB002_NPC_96H_X3.A2	P01	TRCN0000138438	STAP2	trt_sh	-666.0	-666	96	h	NPC
404303	KDB002_NPC_96H_X2.A2_B7_DUO52HI53LO:B11	KDB002_NPC_96H_X2.A2	B11	TRCN0000000000	UnTrt	ctl_untrt	-666.0	-666	96	h	NPC
404430	KDB002_SKL_96H_X2.A2_B7_DUO52HI53LO:H19	KDB002_SKL_96H_X2.A2	H19	TRCN0000151722	ABHD6	trt_sh	-666.0	-666	96	h	SKL
404474	KDB002_SKL_96H_X2.A2_B7_DUO52HI53LO:C03	KDB002_SKL_96H_X2.A2	C03	TRCN0000134896	CHCHD7	trt_sh	-666.0	-666	96	h	SKL
404495	KDB002_SKL_96H_X2.A2_B7_DUO52HI53LO:N10	KDB002_SKL_96H_X2.A2	N10	TRCN0000219895	DPH2	trt_sh	-666.0	-666	96	h	SKL
404555	KDB002_SKL_96H_X2.A2_B7_DUO52HI53LO:F18	KDB002_SKL_96H_X2.A2	F18	TRCN0000234705	HIGD2A	trt_sh	-666.0	-666	96	h	SKL
404681	KDB002_SKL_96H_X2.A2_B7_DUO52HI53LO:N05	KDB002_SKL_96H_X2.A2	N05	TRCN0000135154	STAP2	trt_sh	-666.0	-666	96	h	SKL
405314	KDB002_VCAP_120H_X1_F1B4_DUO52HI53LO:E09	KDB002_VCAP_120H_X1	E09	TRCN0000143795	SESN1	trt_sh	-666.0	-666	120	h	VCAP
405724	KDB003_ASC_96H_X1.A2_B7_DUO52HI53LO:F22	KDB003_ASC_96H_X1.A2	F22	TRCN0000003677	CTSL1	trt_sh	-666.0	-666	96	h	ASC
405933	KDB003_ASC_96H_X3.A2_B7_DUO52HI53LO:J16	KDB003_ASC_96H_X3.A2	J16	TRCN0000034934	HS2ST1	trt_sh	-666.0	-666	96	h	ASC
406014	KDB003_ASC_96H_X2.A2_B7_DUO52HI53LO:H22	KDB003_ASC_96H_X2.A2	H22	TRCN0000063522	KTN1	trt_sh	-666.0	-666	96	h	ASC
406087	KDB003_ASC_96H_X2.A2_B7_DUO52HI53LO:K11	KDB003_ASC_96H_X2.A2	K11	TRCN0000143523	MTFR1	trt_sh	-666.0	-666	96	h	ASC
406353	KDB003_ASC_96H_X1.A2_B7_DUO52HI53LO:D16	KDB003_ASC_96H_X1.A2	D16	TRCN0000038201	SLC35A1	trt_sh	-666.0	-666	96	h	ASC
406636	KDB003_HCC515_96H_X3_B5_DUO52HI53LO:G05	KDB003_HCC515_96H_X3	G05	TRCN0000146846	ATG3	trt_sh	-666.0	-666	96	h	HCC515
407676	KDB003_HCC515_96H_X2_B5_DUO52HI53LO:H14	KDB003_HCC515_96H_X2	H14	TRCN0000049279	TOP2A	trt_sh	-666.0	-666	96	h	HCC515
407868	KDB003_HEPG2_96H_X1_B2_DUO53HI52LO:H08	KDB003_HEPG2_96H_X1	H08	TRCN0000003675	CTSL1	trt_sh	-666.0	-666	96	h	HEPG2
409184	KDB003_NPC_96H_X3.A2_B6_DUO52HI53LO:C09	KDB003_NPC_96H_X3.A2	C09	TRCN0000276556	EIF1B	trt_sh	-666.0	-666	96	h	NPC
409513	KDB003_NPC_96H_X2.A2_B6_DUO52HI53LO:G20	KDB003_NPC_96H_X2.A2	G20	TRCN0000330043	RAD51C	trt_sh	-666.0	-666	96	h	NPC
410728	KDB004_ASC_96H_X3.A2_B7_DUO52HI53LO:O09	KDB004_ASC_96H_X3.A2	O09	TRCN0000004425	KIAA0317	trt_sh	-666.0	-666	96	h	ASC
410950	KDB004_ASC_96H_X3.A2_B7_DUO52HI53LO:B15	KDB004_ASC_96H_X3.A2	B15	TRCN0000000000	UnTrt	ctl_untrt	-666.0	-666	96	h	ASC
412243	KDB004_HCC515_96H_X1_B3_DUO52HI53LO:C19	KDB004_HCC515_96H_X1	C19	TRCN0000073973	STAMBP	trt_sh	-666.0	-666	96	h	HCC515
412597	KDB004_HEPG2_96H_X2_F1B5_DUO52HI53LO:D23	KDB004_HEPG2_96H_X2	D23	TRCN0000051900	CANT1	trt_sh	-666.0	-666	96	h	HEPG2
412642	KDB004_HEPG2_96H_X1_F2B4_DUO52HI53LO:F08	KDB004_HEPG2_96H_X1	F08	TRCN0000047799	CHN1	trt_sh	-666.0	-666	96	h	HEPG2
413059	KDB004_HEPG2_96H_X2_F1B5_DUO52HI53LO:E07	KDB004_HEPG2_96H_X2	E07	TRCN0000072218	RFP	ctl_vector	-666.0	-666	96	h	HEPG2
413909	KDB004_NPC_96H_X2.A2_B6_DUO52HI53LO:B08	KDB004_NPC_96H_X2.A2	B08	TRCN0000052527	DERA	trt_sh	-666.0	-666	96	h	NPC
414214	KDB004_NPC_96H_X3.A2_B7_DUO52HI53LO:P05	KDB004_NPC_96H_X3.A2	P05	TRCN0000048127	RAB21	trt_sh	-666.0	-666	96	h	NPC
414528	KDB004_SKL_96H_X1.A2_B7_DUO52HI53LO:N11	KDB004_SKL_96H_X1.A2	N11	TRCN0000003558	CAPN1	trt_sh	-666.0	-666	96	h	SKL
414639	KDB004_SKL_96H_X1.A2_B7_DUO52HI53LO:H05	KDB004_SKL_96H_X1.A2	H05	TRCN0000005440	LAMA3	trt_sh	-666.0	-666	96	h	SKL
414643	KDB004_SKL_96H_X1.A2_B7_DUO52HI53LO:A12	KDB004_SKL_96H_X1.A2	A12	TRCN0000053311	LRP4	trt_sh	-666.0	-666	96	h	SKL
414702	KDB004_SKL_96H_X1.A2_B7_DUO52HI53LO:B19	KDB004_SKL_96H_X1.A2	B19	TRCN0000004594	PJA1	trt_sh	-666.0	-666	96	h	SKL
414785	KDB004_SKL_96H_X1.A2_B7_DUO52HI53LO:I02	KDB004_SKL_96H_X1.A2	I02	TRCN0000051819	TSEN2	trt_sh	-666.0	-666	96	h	SKL
415245	KDB004_VCAP_120H_X1_F1B4_DUO52HI53LO:H10	KDB004_VCAP_120H_X1	H10	TRCN0000064742	ME2	trt_sh	-666.0	-666	120	h	VCAP
415522	KDB004_VCAP_120H_X3_F1B4_DUO52HI53LO:O16	KDB004_VCAP_120H_X3	O16	TRCN0000004377	UBQLN2	trt_sh	-666.0	-666	120	h	VCAP
415847	KDB005_A549_96H_X3.A2_F1B3_DUO52HI53LO:P05	KDB005_A549_96H_X3.A2	P05	TRCN0000019134	GABPB1	trt_sh	-666.0	-666	96	h	A549
416831	KDB005_HCC515_96H_X1_B3_DUO52HI53LO:O02	KDB005_HCC515_96H_X1	O02	TRCN0000013248	BHLHE40	trt_sh	-666.0	-666	96	h	HCC515
417399	KDB005_HCC515_96H_X2_B6_DUO52HI53LO:F12	KDB005_HCC515_96H_X2	F12	TRCN0000061502	PLXNA2	trt_sh	-666.0	-666	96	h	HCC515
417842	KDB005_HCC515_96H_X2_B6_DUO52HI53LO:O20	KDB005_HCC515_96H_X2	O20	TRCN0000145620	pgw	ctl_vector	-666.0	-666	96	h	HCC515
417971	KDB005_HEPG2_96H_X3_F2B4_DUO52HI53LO:E09	KDB005_HEPG2_96H_X3	E09	TRCN0000028398	BCKDHA	trt_sh	-666.0	-666	96	h	HEPG2
418815	KDB005_HEPG2_96H_X2_F1B5_DUO52HI53LO:J11	KDB005_HEPG2_96H_X2	J11	TRCN0000062312	SENP5	trt_sh	-666.0	-666	96	h	HEPG2
420196	KDB005_NPC_96H_X1.A2_B7_DUO52HI53LO:E24	KDB005_NPC_96H_X1.A2	E24	TRCN0000045775	PAICS	trt_sh	-666.0	-666	96	h	NPC
420251	KDB005_NPC_96H_X1.A2_B7_DUO52HI53LO:B18	KDB005_NPC_96H_X1.A2	B18	TRCN0000065235	SEC24B	trt_sh	-666.0	-666	96	h	NPC
420277	KDB005_NPC_96H_X1.A2_B7_DUO52HI53LO:N22	KDB005_NPC_96H_X1.A2	N22	TRCN0000045678	TARS	trt_sh	-666.0	-666	96	h	NPC
420355	KDB005_NPC_96H_X1.A2_B7_DUO52HI53LO:P18	KDB005_NPC_96H_X1.A2	P18	TRCN0000145620	pgw	ctl_vector	-666.0	-666	96	h	NPC
422384	KDB006_ASC_96H_X2.A2_B7_DUO52HI53LO:P22	KDB006_ASC_96H_X2.A2	P22	TRCN0000000000	UnTrt	ctl_untrt	-666.0	-666	96	h	ASC
422449	KDB006_ASC_96H_X3_F3B4_DUO52HI53LO:P18	KDB006_ASC_96H_X3	P18	TRCN0000145620	pgw	ctl_vector	-666.0	-666	96	h	ASC
422589	KDB006_HCC515_96H_X3_F1B5_DUO52HI53LO:D04	KDB006_HCC515_96H_X3	D04	TRCN0000072624	CDCA4	trt_sh	-666.0	-666	96	h	HCC515
427696	KDB007_HCC515_96H_X1_F2B4_DUO52HI53LO:G13	KDB007_HCC515_96H_X1	G13	TRCN0000018540	PER2	trt_sh	-666.0	-666	96	h	HCC515
428783	KDB007_HEPG2_96H_X3_B2_DUO53HI52LO:J09	KDB007_HEPG2_96H_X3	J09	TRCN0000107283	PMS2P3	trt_sh	-666.0	-666	96	h	HEPG2
429668	KDB007_SKL_96H_X3.A2_B7_DUO52HI53LO:E15	KDB007_SKL_96H_X3.A2	E15	TRCN0000016439	CREB3L2	trt_sh	-666.0	-666	96	h	SKL
429694	KDB007_SKL_96H_X3.A2_B7_DUO52HI53LO:E10	KDB007_SKL_96H_X3.A2	E10	TRCN0000082748	ENOPH1	trt_sh	-666.0	-666	96	h	SKL
429784	KDB007_SKL_96H_X3.A2_B7_DUO52HI53LO:C13	KDB007_SKL_96H_X3.A2	C13	TRCN0000019700	NCOA3	trt_sh	-666.0	-666	96	h	SKL
429786	KDB007_SKL_96H_X3.A2_B7_DUO52HI53LO:L15	KDB007_SKL_96H_X3.A2	L15	TRCN0000051733	NPEPL1	trt_sh	-666.0	-666	96	h	SKL
429903	KDB007_SKL_96H_X3.A2_B7_DUO52HI53LO:A20	KDB007_SKL_96H_X3.A2	A20	TRCN0000002364	TLK2	trt_sh	-666.0	-666	96	h	SKL
429915	KDB007_SKL_96H_X3.A2_B7_DUO52HI53LO:J13	KDB007_SKL_96H_X3.A2	J13	TRCN0000046534	TXNRD1	trt_sh	-666.0	-666	96	h	SKL
432316	KDB008_HCC515_96H_X3_B6_DUO52HI53LO:D19	KDB008_HCC515_96H_X3	D19	TRCN0000072224	lacZ	ctl_vector	-666.0	-666	96	h	HCC515
432341	KDB008_HCC515_96H_X1_B5_DUO52HI53LO:O17	KDB008_HCC515_96H_X1	O17	TRCN0000145620	pgw	ctl_vector	-666.0	-666	96	h	HCC515
434133	KDB008_NPC_96H_X3.A2_B6_DUO52HI53LO:B16	KDB008_NPC_96H_X3.A2	B16	TRCN0000026496	NSDHL	trt_sh	-666.0	-666	96	h	NPC
434366	KDB008_NPC_96H_X3.A2_B6_DUO52HI53LO:E23	KDB008_NPC_96H_X3.A2	E23	TRCN0000004058	USP7	trt_sh	-666.0	-666	96	h	NPC
434517	KDB008_SKL_96H_X3.A2_B7_DUO52HI53LO:N17	KDB008_SKL_96H_X3.A2	N17	TRCN0000056305	ANXA7	trt_sh	-666.0	-666	96	h	SKL
434554	KDB008_SKL_96H_X2.A2_B7_DUO52HI53LO:L05	KDB008_SKL_96H_X2.A2	L05	TRCN0000007831	BNIP3	trt_sh	-666.0	-666	96	h	SKL
434570	KDB008_SKL_96H_X2.A2_B7_DUO52HI53LO:P08	KDB008_SKL_96H_X2.A2	P08	TRCN0000115927	CD320	trt_sh	-666.0	-666	96	h	SKL
434577	KDB008_SKL_96H_X3.A2_B7_DUO52HI53LO:F14	KDB008_SKL_96H_X3.A2	F14	TRCN0000013693	CEBPD	trt_sh	-666.0	-666	96	h	SKL
434621	KDB008_SKL_96H_X2.A2_B7_DUO52HI53LO:K18	KDB008_SKL_96H_X2.A2	K18	TRCN0000022264	DNAJB2	trt_sh	-666.0	-666	96	h	SKL
434669	KDB008_SKL_96H_X2.A2_B7_DUO52HI53LO:D02	KDB008_SKL_96H_X2.A2	D02	TRCN0000018367	EXT1	trt_sh	-666.0	-666	96	h	SKL
434722	KDB008_SKL_96H_X3.A2_B7_DUO52HI53LO:F06	KDB008_SKL_96H_X3.A2	F06	TRCN0000015250	HOXA10	trt_sh	-666.0	-666	96	h	SKL
434742	KDB008_SKL_96H_X2.A2_B7_DUO52HI53LO:P03	KDB008_SKL_96H_X2.A2	P03	TRCN0000019159	IGHMBP2	trt_sh	-666.0	-666	96	h	SKL
434829	KDB008_SKL_96H_X3.A2_B7_DUO52HI53LO:N12	KDB008_SKL_96H_X3.A2	N12	TRCN0000009973	MAPK13	trt_sh	-666.0	-666	96	h	SKL
434830	KDB008_SKL_96H_X2.A2_B7_DUO52HI53LO:L02	KDB008_SKL_96H_X2.A2	L02	TRCN0000001733	MAST2	trt_sh	-666.0	-666	96	h	SKL
434844	KDB008_SKL_96H_X2.A2_B7_DUO52HI53LO:D15	KDB008_SKL_96H_X2.A2	D15	TRCN0000063945	METRN	trt_sh	-666.0	-666	96	h	SKL
434854	KDB008_SKL_96H_X2.A2_B7_DUO52HI53LO:H11	KDB008_SKL_96H_X2.A2	H11	TRCN0000047763	NET1	trt_sh	-666.0	-666	96	h	SKL
434868	KDB008_SKL_96H_X2.A2_B7_DUO52HI53LO:C24	KDB008_SKL_96H_X2.A2	C24	TRCN0000045605	NOSIP	trt_sh	-666.0	-666	96	h	SKL
435040	KDB008_SKL_96H_X2.A2_B7_DUO52HI53LO:C12	KDB008_SKL_96H_X2.A2	C12	TRCN0000035959	ST6GALNAC2	trt_sh	-666.0	-666	96	h	SKL
435045	KDB008_SKL_96H_X3.A2_B7_DUO52HI53LO:A10	KDB008_SKL_96H_X3.A2	A10	TRCN0000035963	ST6GALNAC2	trt_sh	-666.0	-666	96	h	SKL
435094	KDB008_SKL_96H_X3.A2_B7_DUO52HI53LO:K17	KDB008_SKL_96H_X3.A2	K17	TRCN0000059369	TM9SF3	trt_sh	-666.0	-666	96	h	SKL
435102	KDB008_SKL_96H_X2.A2_B7_DUO52HI53LO:J12	KDB008_SKL_96H_X2.A2	J12	TRCN0000059137	TNFRSF21	trt_sh	-666.0	-666	96	h	SKL
436658	KDB009_HCC515_96H_X1_B6_DUO52HI53LO:J13	KDB009_HCC515_96H_X1	J13	TRCN0000049745	PARN	trt_sh	-666.0	-666	96	h	HCC515
437057	KDB009_HCC515_96H_X3_F2B4_DUO52HI53LO:E24	KDB009_HCC515_96H_X3	E24	TRCN0000022091	ZNHIT3	trt_sh	-666.0	-666	96	h	HCC515
437256	KDB009_HEPG2_96H_X3_B5_DUO52HI53LO:K18	KDB009_HEPG2_96H_X3	K18	TRCN0000029343	CORO1A	trt_sh	-666.0	-666	96	h	HEPG2
438018	KDB009_MCF7_144H_X1_B1_DUO53HI52LO:J22	KDB009_MCF7_144H_X1	J22	TRCN0000000048	KHDRBS1	trt_sh	-666.0	-666	144	h	MCF7
438159	KDB009_NPC_96H_X3.A2_B6_DUO52HI53LO:P11	KDB009_NPC_96H_X3.A2	P11	TRCN0000035631	ACAT2	trt_sh	-666.0	-666	96	h	NPC
439187	KDB009_VCAP_120H_X3_F1B4_DUO52HI53LO:B18	KDB009_VCAP_120H_X3	B18	TRCN0000001098	DNM1L	trt_sh	-666.0	-666	120	h	VCAP
